source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,Journal of Applied Sciences Research,AENSI Publications,1816157X,1819544X,1000,true,,,
scopus_mar_2026,Journal of Applied Security Research,Routledge,19361610,19361629,3308; 3311; 2213; 3304,true,,,
scopus_mar_2026,Journal of Applied Social Psychology,Wiley-Blackwell,00219029,15591816,3207,true,,,
scopus_mar_2026,Journal of Applied Social Science,SAGE Publications Inc.,19367244,19370245,3300,true,,,
scopus_mar_2026,Journal of Applied Sociology,Sociological Practice Association,07490232,,3312,true,,,
scopus_mar_2026,Journal of Applied Spectroscopy,"Springer GmbH & Co, Auslieferungs-Gesellschaf",00219037,15738647,1607; 3104,true,,,
scopus_mar_2026,Journal of Applied Sport Management,The University of Tennessee Knoxville,23270179,23270187,3301; 1409; 1407; 1406,true,,,
scopus_mar_2026,Journal of Applied Sport Psychology,Taylor and Francis Ltd.,10413200,15331571,3202,true,,,
scopus_mar_2026,Journal of Applied Statistical Science,"Nova Science Publishers, Inc.",10675817,,2613,true,,,
scopus_mar_2026,Journal of Applied Statistics,Routledge,02664763,13600532,1804; 2613,true,,,
scopus_mar_2026,Journal of Applied Structural Equation Modeling,Sarawak Research Society,,25904221,1804; 1803; 1401,true,,,
scopus_mar_2026,Journal of applied systems analysis,"University of Lancaster, Dept. of Systems",03089541,,2200,true,,,
scopus_mar_2026,Journal of Applied Therapeutic Research,Euromed Communications,10292659,,3004,true,,,
scopus_mar_2026,Journal of Applied Therapeutics,Harwood Academic Publishers,10721754,,3004,true,,,
scopus_mar_2026,Journal of Applied Toxicology,John Wiley and Sons Ltd,0260437X,10991263,3005,true,,,
scopus_mar_2026,Journal of Applied Veterinary Sciences,Egyptian Society for Animal Management (ESAM),16874072,20903308,3401,true,,,
scopus_mar_2026,Journal of Applied Volcanology,Springer International Publishing AG,,21915040,1906; 3311; 1908,true,,,
scopus_mar_2026,Journal of Applied Water Engineering and Research,Taylor and Francis Ltd.,,23249676,2312,true,,,
scopus_mar_2026,Journal of Applied Youth Studies,Springer Nature,22049193,22049207,3312; 3301; 3314; 3304; 3316,true,,,
scopus_mar_2026,Journal of Approximation Theory,Academic Press Inc.,00219045,10960430,2603; 2612; 2604; 2600,true,,,
scopus_mar_2026,Journal of Aquaculture Research and Development,OMICS Publishing Group,,21559546,1104,true,,,
scopus_mar_2026,Journal of Aquatic Animal Health,Oxford University Press,08997659,15488667,1104,true,,,
scopus_mar_2026,Journal of Aquatic Ecosystem Health,Kluwer Academic Publishers,09251014,,2310,true,,,
scopus_mar_2026,Journal of Aquatic Ecosystem Stress and Recovery,Kluwer Academic Publishers,13861980,15735141,2300; 2310; 1104,true,,,
scopus_mar_2026,Journal of Aquatic Food Product Technology,Taylor and Francis Ltd.,10498850,15470636,1104; 1106,true,,,
scopus_mar_2026,Journal of Aquatic Plant Management,"Aquatic Plant Management Society, Inc.",01466623,,2308; 1110; 1104,true,,,
scopus_mar_2026,Journal of Arab and Muslim Media Research,Intellect Ltd.,17519411,1751942X,3310; 3316; 3315,true,,,
scopus_mar_2026,Journal of Arabian Studies,Taylor and Francis Ltd.,,21534780,3301; 1201; 3316,true,,,
scopus_mar_2026,Journal of Arabic Literature,Brill Academic Publishers,00852376,1570064X,1208; 3316,true,,,
scopus_mar_2026,Journal of Arachnology,American Museum of Natural History,01618202,,1109,true,,,
scopus_mar_2026,Journal of Arboriculture,International Society of Arboriculture,02785226,,2303; 1107,true,,,
scopus_mar_2026,Journal of Archaeological Method and Theory,Springer,10725369,15737764,3302; 1204,true,,,
scopus_mar_2026,Journal of Archaeological Research,Springer New York,10590161,15737756,1200; 3302; 1204,true,,,
scopus_mar_2026,Journal of Archaeological Science,Elsevier Inc.,03054403,10959238,1204; 3302,true,,,
scopus_mar_2026,Journal of Archaeological Science: Reports,Elsevier B.V.,2352409X,,3302; 1204,true,,,
scopus_mar_2026,Journal of Archaeological Studies,University of Tehran,22519297,26764288,3302; 1204,true,,,
scopus_mar_2026,Journal of Architectural and Engineering Research,National University of Architecture and Construction of Armenia,,27382656,2216; 2205; 2201; 1213,true,,,
scopus_mar_2026,Journal of Architectural and Planning Research,Locke Science Publishing Company Inc.,07380895,,3305; 2301; 2216; 3322,true,,,
scopus_mar_2026,Journal of Architectural Conservation,Taylor and Francis Ltd.,13556207,23266384,2215; 1206,true,,,
scopus_mar_2026,Journal of Architectural Education,Taylor and Francis Ltd.,10464883,1531314X,1213; 3304; 2216,true,,,
scopus_mar_2026,Journal of Architectural Engineering,American Society of Civil Engineers (ASCE),10760431,19435568,1213; 2215; 2205; 2216,true,,,
scopus_mar_2026,Journal of Architectural History,China Machine Press,20969368,,2216; 3316; 1204; 1201,true,,,
scopus_mar_2026,Journal of Architectural/Planning Research and Studies,Faculty of Architecture and Planning Thammasat University,,27738868,3305; 2216,true,,,
scopus_mar_2026,Journal of Architecture,Routledge,13602365,14664410,1213; 2216,true,,,
scopus_mar_2026,Journal of Architecture and Civil Engineering,Editorial Department of Journal of Architecture and Civil Engineering,16732049,,1909; 2501; 2215; 2216; 2205,true,,,
scopus_mar_2026,Journal of Architecture and Planning,"College of Architecture and Planning, Chung Hua University",16068238,,3322; 2216,true,,,
scopus_mar_2026,Journal of Architecture and Urbanism,Vilnius Gediminas Technical University,20297955,20297947,3322; 2216; 3305,true,,,
scopus_mar_2026,Journal of Archival Organization,Routledge,15332748,15332756,3309,true,,,
scopus_mar_2026,Journal of Argumentation in Context,John Benjamins Publishing Company,22114742,22114750,3310; 1203; 3315,true,,,
scopus_mar_2026,Journal of Arid Environments,Academic Press,01401963,1095922X,2303; 1105; 1904,true,,,
scopus_mar_2026,Journal of Arid Land,KeAi Communications Co.,16746767,21947783,2312; 2308; 1904,true,,,
scopus_mar_2026,Journal of Arid Land Resources and Environment,Editorial Office of Journal of Arid Land Resources and Environment,10037578,,2002; 3305; 2301; 1101; 1904; 1111,true,,,
scopus_mar_2026,Journal of Aridland Agriculture,TathQeef Scientific Publishing,,24559377,2306; 1108; 1111; 1102,true,,,
scopus_mar_2026,Journal of Army Medical University,Editorial Office of Journal of Third Military Medical University,20970927,,3203; 2800; 2700,true,,,
scopus_mar_2026,Journal of Arrhythmia,John Wiley & Sons Inc.,18804276,18832148,2705,true,,,
scopus_mar_2026,Journal of Arrhythmology,NJSC Institute of Cardiological Technology (INCART),15618641,26587327,2736; 2705; 2711,true,,,
scopus_mar_2026,Journal of Arthroplasty,Elsevier B.V.,08835403,15328406,2732,true,,,
scopus_mar_2026,Journal of Arthropod-Borne Diseases,Tehran University of Medical Sciences,23221984,23222271,2725; 2405,true,,,
scopus_mar_2026,Journal of Arthroscopy and Joint Surgery,Wolters Kluwer Health,22149635,,2732,true,,,
scopus_mar_2026,Journal of Artificial Intelligence,Asian Network for Scientific Information,19945450,20772173,1702; 1712,true,,,
scopus_mar_2026,Journal of Artificial Intelligence and Consciousness,World Scientific,27050785,27050793,1702; 1701,true,,,
scopus_mar_2026,Journal of Artificial Intelligence and Soft Computing Research,Sciendo,20832567,24496499,2611; 1710; 1708; 1707; 1702,true,,,
scopus_mar_2026,Journal of Artificial Intelligence and Technology,Intelligence Science and Technology Press Inc.,,27668649,1702,true,,,
scopus_mar_2026,Journal of Artificial Intelligence Research,AI Access Foundation,10769757,,1702,true,,,
scopus_mar_2026,Journal of Artificial Organs,Springer,14347229,16190904,2701; 2705; 2204; 2502,true,,,
scopus_mar_2026,Journal of Arts and Thai Studies,Silpakorn University Faculty of Arts,,27741419,3316; 1213; 1203; 1201,true,,,
scopus_mar_2026,Journal of Arts Management Law and Society,Taylor and Francis Ltd.,10632921,19307799,3308; 1408; 1213,true,,,
scopus_mar_2026,Journal of ASEAN Studies,Bina Nusantara University,23381361,23381353,3301; 3312; 3305; 3316,true,,,
scopus_mar_2026,Journal of Asia Business Studies,Emerald Group Publishing Ltd.,15587894,15592243,1408; 2000; 1403,true,,,
scopus_mar_2026,Journal of Asia TEFL,The Asian Association of Teachers of English as a Foreign Language,17383102,24661511,3310; 3304,true,,,
scopus_mar_2026,Journal of Asian American Studies,Johns Hopkins University Press,,10968598,3318; 3301; 1202; 1201,true,,,
scopus_mar_2026,Journal of Asian and African Studies,SAGE Publications Ltd,00219096,17452538,3303; 3305,true,,,
scopus_mar_2026,Journal of Asian Architecture and Building Engineering,Taylor and Francis Ltd.,13467581,13472852,1201; 2215; 3316; 2216; 2205,true,,,
scopus_mar_2026,Journal of Asian Business and Economic Studies,Emerald Group Publishing Ltd.,,2515964X,2000; 1403,true,,,
scopus_mar_2026,Journal of Asian Ceramic Societies,Taylor and Francis Ltd.,,21870764,2503,true,,,
scopus_mar_2026,Journal of Asian Earth Sciences,Elsevier Ltd,13679120,18785786,1907; 1904,true,,,
scopus_mar_2026,Journal of Asian Earth Sciences: X,Elsevier Ltd,,25900560,1904; 1907,true,,,
scopus_mar_2026,Journal of Asian Economics,Elsevier B.V.,10490078,,2003; 2002,true,,,
scopus_mar_2026,Journal of Asian Energy Studies,Hong Kong Baptist University,,25241222,2105; 2101,true,,,
scopus_mar_2026,"Journal of Asian Finance, Economics and Business",KODISA Foundation,22884637,22884645,1404; 2003; 2002,true,,,
scopus_mar_2026,Journal of Asian History,Otto Harrassowitz GmbH. Co.KG,0021910X,,3312; 3316; 1202,true,,,
scopus_mar_2026,Journal of Asian Humanities at Kyushu University,Kyushu University,24334855,24334391,1200,true,,,
scopus_mar_2026,Journal of Asian Midwives,South Asian Midwives Association (SAMA),,24092290,2913,true,,,
scopus_mar_2026,Journal of Asian Natural Products Research,Taylor and Francis Ltd.,10286020,14772213,3003; 3004; 3002; 1602; 1605; 1313; 2707,true,,,
scopus_mar_2026,Journal of Asian Pacific Communication,John Benjamins Publishing Company,09576851,15699838,2002; 1400; 3315; 3305,true,,,
scopus_mar_2026,Journal of Asian Public Policy,Routledge,17516234,17516242,3321; 3312,true,,,
scopus_mar_2026,Journal of Asian Scientific Research,Asian Economic and Social Society,22265724,22231331,1000,true,,,
scopus_mar_2026,Journal of Asian Security and International Affairs,SAGE Publications Inc.,23477970,23490039,3320,true,,,
scopus_mar_2026,Journal of Asian Sociology,"Institute of Social Development and Policy Research, Seoul National University",26714574,26718200,3300,true,,,
scopus_mar_2026,Journal of Asian Studies,Duke University Press,00219118,,1202; 3316,true,,,
scopus_mar_2026,Journal of Asia-Pacific Biodiversity,National Science Museum od Korea,2287884X,22879544,1109; 1110; 1103; 1105; 2303,true,,,
scopus_mar_2026,Journal of Asia-Pacific Business,Routledge,10599231,15286940,1403; 1400,true,,,
scopus_mar_2026,Journal of Asia-Pacific Entomology,Elsevier B.V.,12268615,,1109,true,,,
scopus_mar_2026,Journal of Assessment and Institutional Effectiveness,Penn State University Press,21606765,21606757,3304,true,,,
scopus_mar_2026,Journal of Asset Management,Palgrave Macmillan Ltd.,14708272,1479179X,1802; 1408; 1403,true,,,
scopus_mar_2026,Journal of Assisted Reproduction and Genetics,Springer,10580468,15737330,2743; 2729; 1309; 1311; 2716,true,,,
scopus_mar_2026,Journal of Assistive Technologies,Emerald Group Publishing Ltd.,17549450,20428723,2742,true,,,
scopus_mar_2026,Journal of Associated Medical Sciences,"Faculty of Associated Medical Sciences, Chiang Mai University",,25396056,3605; 3607; 3609; 3601,true,,,
scopus_mar_2026,Journal of Association of Physicians of India,Journal of Association of Physicians of India,00045772,,2700,true,,,
scopus_mar_2026,Journal of Asthma,Taylor & Francis Group LLC Philadelphia,02770903,15324303,2735; 2723; 2740,true,,,
scopus_mar_2026,Journal of Asthma and Allergy,Dove Medical Press Ltd,,11786965,2740; 2723,true,,,
scopus_mar_2026,Journal of Asthma and Allergy Educators,SAGE Publications Inc.,21501297,21501300,2740; 2723,true,,,
scopus_mar_2026,Journal of Asthma Research,Asthma Publication Society,00219134,,2740,true,,,
scopus_mar_2026,Journal of ASTM International,American Society for Testing and Materials,,1546962X,2739; 2200; 2104; 2500; 2305,true,,,
scopus_mar_2026,Journal of Astronomical History and Heritage,Science Press,14402807,,1202; 3101; 3103,true,,,
scopus_mar_2026,Journal of Astronomical Instrumentation,World Scientific,22511717,22511725,3105; 3103,true,,,
scopus_mar_2026,"Journal of Astronomical Telescopes, Instruments, and Systems",SPIE,23294124,23294221,1912; 2210; 3103; 3105; 2207; 2504,true,,,
scopus_mar_2026,Journal of Astronomy and Space Sciences,Korean Space Science Society,20935587,20931409,1900; 3100,true,,,
scopus_mar_2026,Journal of Astrophysics and Astronomy,Springer,02506335,09737758,1912; 3103,true,,,
scopus_mar_2026,Journal of Asynchronous Learning Network,The Online Learning Consortium,19395256,10928235,1705; 3304,true,,,
scopus_mar_2026,Journal of Atherosclerosis and Thrombosis,Japan Atherosclerosis Society,13403478,18803873,2704; 2724; 2705,true,,,
scopus_mar_2026,Journal of atherosclerosis research,Elsevier B.V.,03681319,,2700,true,,,
scopus_mar_2026,Journal of Athletic Training,National Athletic Trainers' Association Inc.,10626050,1938162X,3612; 2732,true,,,
scopus_mar_2026,Journal of Atmospheric and Ocean Science,Taylor and Francis Ltd.,17417538,17417546,1902; 1910,true,,,
scopus_mar_2026,Journal of Atmospheric and Oceanic Technology,American Meteorological Society,07390572,15200426,2212; 1902,true,,,
scopus_mar_2026,Journal of Atmospheric and Solar-Terrestrial Physics,Elsevier Ltd,13646826,,1912; 1902; 1908,true,,,
scopus_mar_2026,Journal of Atmospheric and Terrestrial Physics,Pergamon Press plc,00219169,,1908; 1902,true,,,
scopus_mar_2026,Journal of Atmospheric Chemistry,Springer,01677764,15730662,1902; 2304,true,,,
scopus_mar_2026,Journal of Atrial Fibrillation,CardioFront LLC,,19416911,2705,true,,,
scopus_mar_2026,Journal of Attention Disorders,SAGE Publications Inc.,10870547,15571246,3203; 3204,true,,,
scopus_mar_2026,Journal of Audiological Medicine,Whurr Publishers Ltd.,09637133,,2733,true,,,
scopus_mar_2026,Journal of Audiology and Otology,Korean Audiological Society and Korean Otological Society,23841621,23841710,2733; 3616; 2809,true,,,
scopus_mar_2026,Journal of Audiovisual Media in Medicine,Taylor and Francis Ltd.,0140511X,,2700,true,,,
scopus_mar_2026,Journal of Audiovisual Translation,European Association for Studies in Screen Translation,,26179148,3310,true,,,
scopus_mar_2026,Journal of Australian Political Economy,Australian Political Economy Movement,01565826,,3312; 2002,true,,,
scopus_mar_2026,Journal of Australian Studies,Taylor and Francis Ltd.,14443058,0314769X,1208; 3320; 3312; 1202; 3316,true,,,
scopus_mar_2026,Journal of Australian Taxation,Journal of Australian Taxation Pty Ltd,14400405,22086773,2003; 1402,true,,,
scopus_mar_2026,Journal of Austrian Studies,University of Nebraska Press,2165669X,23271809,1208; 3316,true,,,
scopus_mar_2026,Journal of Austrian-American History,Penn State University Press,24750905,24750913,3320; 3312; 1202; 3305; 3316,true,,,
scopus_mar_2026,Journal of Autism and Childhood Schizophrenia,Plenum Publishers,00219185,,2738; 2735,true,,,
scopus_mar_2026,Journal of Autism and Developmental Disorders,Springer,01623257,15733432,3204,true,,,
scopus_mar_2026,Journal of Autoethnography,University of California Press,,26375192,3314; 3315,true,,,
scopus_mar_2026,Journal of Autoimmune Diseases,BioMed Central Ltd,,17402557,2723,true,,,
scopus_mar_2026,Journal of Autoimmunity,Academic Press,08968411,10959157,2403; 2723,true,,,
scopus_mar_2026,"Journal of Automata, Languages and Combinatorics","Institut fur Informatik, Justus-Liebig-Universitat Giessen",1430189X,25673785,1703; 2607,true,,,
scopus_mar_2026,Journal of Automated Methods and Management in Chemistry,Hindawi Publishing Corporation,14639246,14645068,1706; 3105; 1501; 1602,true,,,
scopus_mar_2026,Journal of Automated Reasoning,Springer Netherlands,01687433,15730670,1702; 1703; 1712,true,,,
scopus_mar_2026,Journal of Automatic Chemistry,Taylor and Francis Ltd.,01420453,,1308,true,,,
scopus_mar_2026,Journal of Automation and Information Sciences,Begell House Inc.,10642315,,2207; 1710; 1712,true,,,
scopus_mar_2026,Journal of Automation and Intelligence,KeAi Communications Co.,,29498554,2208; 2207; 1710; 1702,true,,,
scopus_mar_2026,"Journal of Automation, Mobile Robotics and Intelligent Systems",Sciendo,18978649,20802145,2207; 1711; 1702,true,,,
scopus_mar_2026,Journal of Automotive Safety and Energy,Tsinghua University Press,16748484,,2210; 2213; 2207; 2203,true,,,
